"Package_Pages";"Pages"
"Package_per page";"per page"
"Package_Total";"Total"
"Package_records found";"records found"
"Package_Reset Filter";"Reset Filter"
"Package_Class Title";"Class Title"
"Package_Class Name";"Class Name"
"Package_Package";"Package"
"Package_Last Modified";"Last Modified"
"Package_Tools";"Tools"
"Package_Previous";"Previous"
"Package_Next";"Next"
"Package_Package Action";"Package Action"
"Package_Add New Package Action";"Add New Package Action"
"Package_page";"page"
"Package_of";"of"
"Package_View";"View"
"Package_Pages";"Pages"
"Package_of";"of"
"Package_View";"View"
"Package_per page";"per page"
"Package_records found";"records found"
"Package_Reset Filter";"Reset Filter"
"Packaeg_Search";"Search"
"Package_Action Title";"Action Title"
"Package_Action Name";"Action Name"
"Package_Package";"Package"
"Package_Class";"Class"
"Package_Tools";"Tools"
"Package_Package";"Package"
"Package_Add New Package";"Add New Package"
"Package_page";"page"
"Package_of";"of"
"Package_Pages";"Pages"
"Package_View";"View"
"Package_Default Action Title";"Default Action Title"
"Package_Default Action Name";"Default Action Name"
"Package_Version";"Version"
"Package_Pakcage Information";"Pakcage Information"
"Package_Information";"Information"
"Package_Save And Continue Edit";"Save And Continue Edit"
"Package_Save";"Save"
"Package_Reset";"Reset"
"Package_Back";"Back"
"Package_Advanced Settings";"Advanced Settings"
"Package_Comments";"Comments"
"Package_Options";"Options"
"Package_Package Class";"Package Class"
"Package_Add New Class";"Add New Class"
"Package_Class Title";"Class Title"
"Package_Class Name";"Class Name"
"Package_Class Description";"Class Description"
"Package_File Name";"File Name"
"Package_Add New Action";"Add New Action"
"Package_Action Title";"Action Title"
"Package_Action Name";"Action Name"
"Package_Action Description";"Action Description"
"Package_Title";"Title"
"Package_Label";"Label"
"Package_Type";"Type"
